id	en	en_US	ja	es	ru	de	it	se	pt_BR	es_US	pl	zh	tr	fr
spb_desc_ch3_8	This must be what Erazor was like when he was younger and on friendly terms with Shahra.		シャーラと仲良しだったころはこんな感じの若者だったにちがいない	Así debía de verse cuando era más joven y estaba en buenos términos con Shara.	Так он мог выглядеть, когда был молодым и дружил с Шахрой.	So etwa muss er ausgesehen haben, als er jünger und noch gut zu Shahra war.	Questo doveva essere Erazor quando era giovane ed andava d'accordo con Shahra.	Det måste vara så här Erazor var när han var yngre och va vän med Shahra.	Assim deveria ser Erazor quando era mais jovem e ainda tinha uma relação amigável com Shahra.	Sin duda debió de ser un joven así cuando se llevaba bien con Shahra.	Taki musiał być Erazor, kiedy był młodszy i miał lepsze warunki z Shahrą.	伊萊薩和夏拉關係要好的時候，肯定是像這樣的年輕人吧。	Erazor - Konsept Resmi 1\nBu, gençken ve Shahra ile dostken nasıl biri olduğuyla ilgili olmalı.	
spb_desc_ch3_9	Initially, he had somewhat more humanlike colors.		今よりも色あいが少しだけ人間らしい印象	Al principio, tenía colores más humanoides.	Цвета подобраны так, что он был больше похож на человека, чем сейчас.	Ursprünglich erschien er in eher realitätsnahen Farben...	Inizialmente, aveva colori più umani.	Ursprungligen hade han något mer människolika färger.	Inicialmente, ele tinha cores um pouco mais humanas.	Los tonos dan una impresión un poco más humana que ahora.	Początkowo miał całkiem ludzkie kolory.	相較於現在的色調稍微更具人類感。	Erazor - Konsept Renkler 1\nBaşlangıçta daha insansı renklere sahipti.	
spb_desc_ch3_10	We changed his skin color to be more genie-like.		よりマジンらしく肌の色を変更した	Cambiamos el color de su piel para que pareciese más un genio.	Изменили цвет кожи, чтобы он больше походил на джинна.	...doch dann änderten wir seine Hautfarbe, so dass er mehr wie ein Geist aussah.	Abbiamo cambiato i colori per renderlo più come in genio.	Vi ändrade hans hudfärg så att han blev mer andelik.	Mudamos a cor da pele dele para ficar mais parecida com a de um gênio.	Se cambió el color de piel para que pareciera más un majin.	Zmieniliśmy jego kolor skóry by wyglądał bardziej jak dżin.	為了讓他看起來更像精靈，我們改變了他的膚色。	Erazor - Konsept Renkler 2\nCin rengini daha cin gibi olacak şekilde değiştirdik.	
spb_desc_ch3_11	The outfit didn't end up changing much. You can see some of his more human origins here, offsetting some of his evil.		重厚なかざりは初期デザインから。\n悪者だがもとは人間という意味を残している	Su vestimenta no cambió mucho respecto a esta. Aquí se percibe algo más de orígenes humanos, que compensa su maldad.	Мощные украшения остались с первого дизайна. Он злодей, но изначально считался человеком.	Sein Outfit hat sich wenig geändert. Hier kann man seine menschlicheren Züge gut erkennen.	Il vestito finì per essere non tanto cambiato. Puoi vedere un pò delle sue origini umane, controbilanciando la sua malvagità.	Kostymen förändrades inte särskilt mycket. Här kan man se en del av hans mer mänskliga ursprung, vilket uppväger en del av hans ondska.	A roupa acabou não mudando muito. Aqui, você pode ver algumas de suas origens mais humanas, equilibrando um pouco sua maldade.	Los adornos pesados vienen del diseño inicial.\nConserva el significado de que, aunque es un villano, originalmente era humano.	Strój nie zmienił się za bardzo. Widać tutaj jego ludzkie początki, równoważąc część jego zła.	厚重的裝飾來自最初的設計構想。\n代表著雖然他是反派，但殘留著過去曾是人類的意義。	Erazor - 3 Yüzler\nKıyafet pek değişmedi. Burada, kötülüğünün bir kısmını dengeleyen, daha insani kökenlerinden bazılarını görebilirsin.	
spb_desc_ch3_12	Even evil characters have facial expressions other than scowling.		しかめっつらだけでなく悪者としてよゆうのある表情など細かく設定している	Incluso los personajes malvados tienen expresiones que no son de enfado.	Ему прорисовали не только хмурые брови, но и другие выражения лица злодея.	Selbst Bösewichte verfügen über ein Minenspiel und sehen nicht nur """böse""" aus!	Pure personaggi malvaggi non hanno solo l'espressione da accigliato.	Även onda karaktärer har andra ansiktsuttryck än sura ögon.	Até personagens malignos têm expressões faciais além de carrancas.	No sólo se han detallado gestos de ceño fruncido, sino también expresiones de compostura propias de un villano.	Nawet złe postacie mają inne wyrazy twarzy niż marszczenie brwi.	就連反派角色也有除了皺眉以外的細膩表情。	Erazor - İfadeler 1\nKötü karakterlerin bile somurtmaktan başka yüz ifadeleri vardır.	
spb_desc_ch3_13	These faces were drawn up in planning for one of the movie scenes near the end.		最後のあたりのムービーシーンのために用意したいろいろな表情	Estas caras se dibujaron con una de las escenas finales en mente.	Разные выражения лица для сцены в видеоролике ближе к концу.	Diese Gesichter wurden in der Planungsphase für eine der letzten Filmsequenzen gezeichnet.	Queste facce furono disegnate nella pianificazione per una scena alla fine.	Dessa ansikten ritades upp under planeringen av en av filmscenerna mot slutet.	Essas expressões foram desenhadas durante o planejamento de uma das cenas do filme, perto do final.	Varias expresiones preparadas para las escenas de vídeo de la parte final.	Te twarze były narysowane podczas planowania jednych ze scen końcowych blisko końca.	為了接近故事尾聲的影片場景之一而繪製的多種表情。	Erazor - İfadeler 2\nBu yüzler filmin sonuna yakın bir sahnenin planlanması sırasında çizilmiştir.	
spb_desc_ch3_14	His overall shape was set before more details were modeled in.		全体の形を大まかに作ったころのもの。\nここから細部がモデリングされる	Antes de modelar más detalles, aquí ya teníamos la forma general.	Создали модель в общих чертах. После этого были смоделированы детали.	Sein allgemeiner Umriss wird hier festgelegt, bevor mehr Details hinzukommen.	La sua forma era già fatta prima che più dettagli furono messi.	Hans övergripande form var fastställd innan fler detaljer modellerades in.	A forma geral dele foi definida antes de mais detalhes serem modelados.	De cuando se creó la forma general a grandes rasgos.\nA partir de aquí se modelan los detalles.	Jego ogólny kształt był wybrany zanim wymodelowano więcej detali.	這是整體造型初步完成時的版本，接下來才開始進行細部的建模作業。	Erazor - Üretim CG Modeli\nDaha fazla ayrıntı modellenmeden önce genel şekli burada ayarlanmıştır.	
spb_desc_ch3_15	An early Erazor concept. Perhaps he might have looked like this if the game was set in Sonic's world.		初期のイレイザー。\nいつもどおりのソニックならこにな感じもあるか！？	Un concepto temprano de Erazor. ¿Ves lo que hace tener que enfrentarse a Sonic?	Первоначальный Эрейзор. Неужели Соник может производить подобное впечатление?!	Ein früher Entwurf von Erazor. Vielleicht hätte er so ausgesehen, wenn dieses Spiel in Sonics Welt spielen würde.	Un concetto iniziale di Erazor. Forse sarrebbe stato così se il gioco era nel mondo di Sonic.	Ett tidigt Erazor-koncept. Han kanske hade sett ut så här om spelet utspelade sig i Sonics värld.	Um conceito inicial do Erazor. Talvez ele tivesse esse visual se o jogo se passasse no mundo do Sonic.	El primer diseño de Erazor.\nSi fuera un juego de Sonic usual, ¿tendría un aspecto así?	Wczesny koncept Erazora. Możę tak by wyglądał, gdyby miejsce akcji toczyło się w świecie Sonica.	伊萊薩的初期設計。如果故事發生在索尼克的世界，他大概就會長成這樣吧。	Erazor - Konsept Resmi 2\nErken dönem Erazor konseptlerinden biri. Sonic'in ona ne yaptığını görüyor musunuz?	
														
spb_desc_ch4_1	We based his look on the character from """Ali-Baba and the Forty Thieves."""		アラビアンナイトの「アリババと４０人の盗賊」にでてくるアリババをモチーフにしたキャラクター	Basamos su apariencia en la del personaje de """Alí Babá y los cuarenta ladrones""".	Герой по мотивам Али-Баба, который появляется в рассказе """Али-Баба и 40 разбойников""" в """Тысяче и одной ночи""".	Sein Aussehen haben wir dem Charakter aus """Ali Baba und die 40 Räuber""" nachempfunden.	Abbiamo basato il suo aspetto dal personaggio di """Ali-Baba e i quaranta ladroni""".	Vi baserade hans utseende på karaktären från "Ali-Baba och de fyrtio tjuvarna".	Baseamos sua aparência no personagem de """Ali Babá e os Quarenta Ladrões""".	Personaje inspirado en Alí Babá, de """Alí Babá y los 40 ladrones""" de """Las mil y una noches""".	Zrobiliśmy jego wygląd na podstawie postaci z """Ali-Baba i Czterdziestu Rozbójników""".	以《一千零一夜》中〈阿里巴巴與四十大盜〉登場的阿里巴巴為原型的角色。	Ali-Baba\nGörünümünü """Ali-Baba ve Kırk Haramiler""" dan karakterden esinlenerek oluşturduk.	
spb_desc_ch4_2	Sinbad is said to have sailed the seven seas.\nWe wanted him to look strong, cool, and worthy.		シンドバットは７つの海をまたにかける冒険王。\n力強く紳士的でかっこよう設定	Se dice que Simbad ha navegado los siete mares.\nQueríamos que se viese fuerte, genial y digno.	Синдбад - король приключений, объехавший 7 морей. Он должен быть сильным, благородным и крутым.	Sindbad soll die sieben Weltmeere befahren haben. Wir wollten ihn stark, cool und würdig aussehen lassen.	Sinbad è detto che ha attraversato i sette mari.\nAbbiamo voluto darli un aspetto forte, fico, e degno.	Sinbad sägs ha seglat över de sju haven.\nVi ville att han skulle se stark, cool och värdig ut.	É dito que Simbad navegou pelos sete mares.\nQueríamos que ele parecesse forte, legal e digno.	Simbad es el rey de la aventura que recorrió los siete mares.\nLo diseñamos para verse fuerte, caballeroso y genial.	Mówi się, że Sinbad przepłynął siedem mór.\nChcieliśmy, żeby wyglądał na silnego, fajnego i godnego.	辛巴達是橫跨七海的冒險王，設定上是充滿力量、紳士風範且帥氣的角色。 	Sinbad\nSinbad'ın yedi denizi aştığı söylenir.\nOnun güçlü, havalı ve değerli görünmesini istedik.	
spb_desc_ch4_3	The king is the one to whom the stories of the Arabian Nights were told, night after night...		夜な夜な、この王様に話された物語をまとめたのがアラビアンナイトとなった	Este sultán es a quien le cuentan, noche tras noche, las historias de Las mil y una noches...	"""Тысяча и одна ночь""" - это сборник рассказов, которые по ночам рассказывали царю Шахрияру.	Dem König werden die Geschichten von Tausendundeiner Nacht erzählt, Nacht für Nacht...	Il Re è il quale raccontava le storie delle Mille ed una notte, notte dopo notte...	Kungen är den som berättelserna om Tusen och en natt berättades för, natt efter natt...	O rei é aquele a quem as histórias das Mil e Uma Noites eram contadas, noite após noite...	La recopilación de las historias contadas noche tras noche a este sultán se convirtió en """Las mil y una noches""".	Król to ten, któremu noc po nocy opowiadano historie z Arabskich Nocy.	每晚，為這位國王講述的故事被整理成了《一千零一夜》。	Kral Şehriyar\nŞah, Binbir Gece Masalları'nın anlatıldığı kişidir, geceler boyu...	
spb_desc_ch4_4	We were deciding what to do about the rings placed on his body.		身につけている指輪にいたるまで設定を決めている	Intentábamos decidir que hacer con los anillos colocados en su cuerpo.	Проработано вплоть до кольца, которое он носит.	Hier waren wir noch am Überlegen, wie wir seinen mit Ringen geschmückten Körper gestalten sollten.	Stavamo decidendo su cosa fare degli anelli nel suo corpo.	Vi höll på att bestämma vad vi skulle göra med ringarna som han hade satt på kroppen.	Estávamos decidindo o que fazer com os anéis colocados em seu corpo.	Se decidieron los detalles incluso de los anillos que lleva puestos.	Decydowaliśmy o tym, co zrobić z jego pierścieniami na jego ciele.	甚至連他所佩戴的戒指也有詳細設定。	Kral Solomon\nVücuduna takılan yüzüklerle ilgili ne yapacağımızı düşünüyorduk.	
spb_desc_ch4_5	We discarded this design because it was too removed from the feel of the rest of the game.		全体的なゲームのトーンとはちがっていたので没とした。\nこれはこれで味があるんだけど	Descartamos este diseño porque nos pareció que se alejaba demasiado del estilo del resto del juego.	Оно не соответствовало общему тону игры, поэтому от него отказались. Хотя в нём есть свой шарм.	Wir haben dieses Design verworfen, da es letztendlich nicht zum Spiel passte.	Abbiamo scartato questo design perchè era troppo distaccato da come il gioco appariva.	Vi tog bort den här designen eftersom den var för distanserad från känslan i resten av spelet.	Descartamos esse design porque destoava demais do restante do jogo.  	Se descartó porque difería del tono general del juego.\nAunque esto tenía su propio encanto.	Odrzuciliśmy ten design, ponieważ był zbyt odległy od reszty atmosfery w grze.	因為整體風格與遊戲基調不符，最後這個設計被取消了。雖然如此，這個版本也別有風味。	Kral Solomon Konsepti\nBu tasarımı oyunun geri kalanının havasından çok uzak olduğu için kaldırdık.	
spb_desc_ch4_6	The gold plating melts away, making this evil thing seem just like an ordinary lamp...		ふつうのランプとちがい金メッキがとけて中の地下が顔をだしてを表現。\n右下は「塊」状態	El enchapado de oro se derrite, haciendo parecer a este objeto maligno una lámpara corriente...	Cлегка расплавилась позолота и на месте бока обычной лампы, видится чьё-то лицо. Выглядит зловеще. Внизу справа лампа в состоянии сгустка.	Nachdem der Goldüberzug geschmolzen ist, unterscheidet dieses üble Ding nichs von einer gewöhnlichen Lampe.	La placcatura di oro si scioglie via, facendo sembrare questa cosa malvagia una normale lampada...	Guldpläteringen smälter bort, vilket gör att den här onda saken ser ut som en vanlig lampa...	O revestimento dourado derrete, fazendo com que essa coisa maligna pareça apenas uma lâmpada comum...	A diferencia de las lámparas comunes, esta muestra cómo el baño de oro se derrite para revelar el metal base que hay debajo.\nEn la parte inferior derecha se ve en estado """grumoso""".	Pozłacana odwłoka topi się, co sprawia, że ta przeklęta rzecz wygląda na zwykłą lampę...	與一般的神燈不同，這盞燈的金色鍍層剝落，露出內部的地底構造。\n右下是「塊狀」狀態。	Erazor'un Lambası\nAltın kaplama eriyip gidiyor ve bu şeytani şey sıradan bir lamba gibi görünüyor...	
spb_desc_ch4_7	An image of Erazor as the genie of the lamp. On the right are some more evil designs.		イレイザーがランプの精だったころのイメージ。\n右はそれをさらに邪悪にしたパターン	Una imagen de Erazor como genio de la lámpara. A la derecha, un diseño de aspecto más malvado.	Изображение лампы, когда Эрейзор был джинном. А справа - более зловещая версия.	Eine Abbildung von Erazor als Lampengeist. Rechts sind noch mehr finstere Bilder zu sehen.	Una immagine di Erazor come il genio della lampada. Alla destra si possono trovare più design malvagi.	En bild av Erazor som lampans ande. Till höger finns några fler onda mönster.	Uma imagem de Erazor como o gênio da lâmpada. À direita, há alguns outros designs malignos.	Imagen de cuando Erazor era el genio de la lámpara.\nA la derecha, un patrón que lo hace ver aún más malvado.	Obraz Erazora jako dżina lampy. Na prawo są bardziej złe designy.	伊萊薩還是神燈精靈時期的形象。右邊是將其進一步邪惡化的版本。	Erazor'un Lambası Konsepti\nErazor'un lambanın cini olarak tasvir edildiği bir görsel. Sağda birkaç kötücül tasarım daha var.	
spb_desc_ch4_8	The ring bears an inscription that calls for good luck to be bestowed upon its wearer.		シャーラの指輪。\n持ち主に幸せが訪れるよう「祝福があらんことをときざまれている」	El anillo lleva una inscripción que trae la buena suerte a su portador.	На нём выгравировано пожелание счастья тому, кто его носит.	Das Ring trägt eine Inschrift, die dem Besitzer Glück verheißen soll.	L'anello porta una inscrizione che chiama buona fortuna a chi lo indossa.	Ringen har en inskription som uppmanar för lycka till bäraren.	O anel possui uma inscrição que solicita que boa sorte seja concedida ao seu portador.	El anillo de Shahra.\nLleva grabada la bendición """Que la felicidad llegue a su portador""".	Pierścień nosi napis, który wzywa do obdarzenia noszącego go szczęściem.	夏拉（Shahra）的戒指。為了讓持有者獲得幸福，刻有「願你獲得祝福」的文字。	Shahra Yüzüğü\nYüzük üzerinde, takan kişiye uğur getirmesi için dua eden bir yazı yer almaktadır.	
spb_desc_ch4_9	We tried designs for more feminine and more masculine sorts of rings.		女性らしいやわらかいな感じのリングや男性らしい固く怖いイメージなどいろいろ検討している	Probamos diseños más masculinos y más femeninos para el anillo.	Были рассмотрены разные варианты: женственные мягкие кольца, мужественные страшные кольца.	Wir versuchten uns an Designs für weiblichere und männlichere Ringe.	Abbiamo provato designs per anelli più maschili o più femminili.	Vi provade designer för mer feminina och mer maskulina typer av ringar.	Testamos designs para anéis com estilos mais femininos e mais masculinos.	Se consideraron varias opciones, desde anillos con un toque suave y femenino hasta imágenes duras y aterradoras más masculinas.	Wypróbowaliśmy designy dla typów pierścieni bardziej żeńskich i bardziej męskich.	我們考慮了多種設計，包括女性柔和風格的戒指，以及男性剛硬、帶有威嚇感的戒指。	Shahra'nın Yüzük Konsepti\nDaha feminen ve daha maskülen yüzük çeşitleri için tasarımlar denedik.	
spb_desc_ch4_10	Made of a glass-like substance, the rings give off seven different colors.		ガラスのような素材で常に光をはなっている。\n７色分ある	Compuestos de una sustancia parecida al cristal, se encuentran en 7 colores diferentes.	Сделано из материала вроде стекла, всегда испускает свет. Бывает 7 цветов.	Hergestellt aus einer glasähnlichen Substanz schimmern die Ringe in sieben verschiedenen Farben.	Fatto di una sostanza simile al vetro, gli anelli danno sette colori diversi.	Ringarna är gjorda av ett glasliknande ämne och avger sju olika färger.	Feitos de uma substância semelhante ao vidro, os anéis emitem sete cores diferentes.	Son de un material similar al vidrio que emite luz constantemente.\nHay 7 colores diferentes.	Zrobione z substancji podobnej do szkła, pierścienie emitują siedem różnych kolorów.	材質如玻璃般，持續散發光芒。共有七種顏色。	Dünya Yüzüğü\nCam benzeri bir maddeden yapılmış olan yüzük, yedi farklı renk yayıyor.	
spb_desc_ch4_11	We tried very hard to get different designs for all of the many rings that appear in the game.		このゲームにはいろいろなリングが登場するためちがいをだすのに苦労したいることがうかがえる	Pusimos todos nuestros esfuerzos en crear diseños distintos para cada anillo.	Из-за того, что в этой игре появляется много разных колец, пришлось приложить много усилий, чтобы показать их разницу.	Wir gaben uns beim Entwurf der vielen Ringe im Spiel redliche Mühe!	Abbiamo provato molto per ottenere vari design per i vari anelli che appaiono nel gioco.	Vi försökte verkligen hårt att få till olika designer för alla de många ringar som dyker upp i spelet.	Nos esforçamos muito para criar designs diferentes para todos os diversos anéis que aparecem no jogo.	Es evidente que se requirió un esfuerzo considerable para diferenciar entre los distintos anillos que aparecen en este juego.	Bardzo się staraliśmy, aby uzyskać różne designy dla wszystkich licznych pierścieni pojawiających się w grze.	由於這款遊戲中登場了各式各樣的戒指，因此在設計差異上花了不少功夫。	Dünya Yüzük Konsepti\nOyunda görünen birçok yüzüğün hepsi için farklı tasarımlar elde etmek için çok uğraştık.	
spb_desc_ch4_12	An Arabian-style palace floating against the night sky. This is close to the final version.		空にうかぶアラビアの城をイメージしたデザイン。\n最終イメージに近い	Un palacio arábigo que levita frente al cielo nocturno. Se asemeja a la versión final.	Дизайн арабского дворца, парящего в небе. Близко к финальной версии.	Ein im arabischen Stil gehaltenes, treibendes Schloss und der Nachthimmel. Dies ist ein Entwurf.	Un palazzo stile Arabo che fluttua nel cielo della notte. Molto vicino alla versione finale.	Ett palats i arabisk stil som svävar mot natthimlen. Detta är nära den slutgiltiga versionen.	Um palácio em estilo árabe flutuando contra o céu noturno. Isso está próximo da versão final.	Diseño inspirado en un castillo árabe flotando en el cielo.\nCercano a la imagen final.	Lewitujący pałac w stylu Arabskim na tle nocnego nieba. To jest bliskie wersji finalnej.	設計靈感來自漂浮在空中的阿拉伯城堡。這個版本很接近最終決定的設計。	Gece Sarayı Dış Mekan Konsepti\nGece gökyüzünde süzülen Arap tarzı bir saray. Bu, son versiyona yakın.	
spb_desc_ch4_13	The door to the throne room which the seven world rings opens.		王座の間をあけるとびらのイメージ。７つの世界リングがあればこのとびらが開く	imagen de la puerta que se abre con los siete anillos secretos y que lleva a la sala del trono.	Изображение двери, открывающей тронный зал. Если есть 7 Мировых колец, то получится её открыть.	Dies ist die Tür, die in den Thronsaal führt und die nur mit Hilfe der sieben Weltenringe geöffnet werden kann.	La porta della stanza del trono che i sette anelli mondiali aprono.	Dörren till tronrummet som de sju världsringarna öppnar.	A porta da sala do trono, que pode ser aberta pelos sete Anéis do Mundo.	Imagen de la puerta que abre la sala del trono. Esta puerta se abre si se tienen los 7 Anillos mundiales.	Drzwi do sali tronowej, które otwierają się dzięki siedmiu pierścieni świata.	通往王座需要七枚世界戒指才能打開的門。	Dünya Halkası Kapısı\nYedi dünya halkasının açtığı taht odasına açılan kapının görüntüsü.	
spb_desc_ch4_14	The room can be entered once the seven world rings are assembled. Aside from the two chairs and a fountain, it's very near its final form.		７つの世界リングを集めると入れる部屋。\nいすが２つあったりふん水があったりするが最終形に近い	Se puede entrar a ella cuando se reúnen los siete anillos secretos. Hay dos sillas y una fuente, pero se acerca a su versión final.	Комната, в которую можно войти, если собрать 7 Мировых колец. В ней есть 2 кресла и фонтан. Близко к финальной версии.	Sobald die 7 Weltenringe gesammelt sind, ist der Zutritt möglich. Abgesehen von den beiden Stühlen und dem Brunnen ist der Saal seiner endgültigen Form sehr nahe.	Si può entrare nella stanza quando i sette anelli mondiali sono riuniti. Apparte dalle due sedie e la fontana, e molto vicino alla versione finale.	Rummet kan nås när de sju världsringarna är monterade. Bortsett från de två stolarna och en fontän är det mycket nära sin slutgiltiga form.	A sala pode ser acessada uma vez que os sete Anéis do Mundo estejam reunidos. Tirando as duas cadeiras e a fonte, ela já está muito próxima da versão final.	La habitación a la que se accede al reunir los 7 Anillos mundiales.\nHay dos sillas, una fuente, etc., pero está cerca de su forma final.	Do pokoju można wejść, gdy siedem pierścieni świata zostanie złożonych. Obok dwóch krzeseł i fontanny, jest już bardzo bliski swojej ostatecznej formy.	集齊七枚世界戒指後才能進入的房間。裡面有兩張椅子跟一個噴泉，很接近最終版了。	Taht Odası Resmi\nYedi dünya halkası bir araya getirildikten sonra odaya girilebilir. İki sandalye ve bir çeşme var, ancak son haline çok yakın.	
spb_desc_ch4_15	The book Sonic reads at the start of the game. The world ring door shares the same design.		初めのシーンでソニックが読んでいる本。\n実は本の表紙と世界リングのとびらは同じデザインになっている	El libro que Shara le enseña a Sonic al principio del juego. La puerta de los anillos secretos se basa en este mismo diseño.	Книга, которую Соник читает в первой сцене. На самом деле, обложка книги и дверь с Мировыми кольцами одного дизайна.	Das Buch, in dem Sonic zu Spielbeginn schmökert. Die Weltenringtür basiert auf dem gleichen Design.	Il libro che Sonic legge a inizio gioco. La porta degli anelli mondiali condivide lo stesso design.	Boken som Sonic läser i början av spelet. Världsringens dörr har samma design.	O livro que Sonic lê no início do jogo. A porta dos Anéis do Mundo compartilha o mesmo design.	El libro que Sonic lee en la primera escena.\nEn realidad, la portada del libro y la puerta de los Anillos mundiales tienen el mismo diseño.	Książka, którą Sonic czyta na początku gry. Drzwi pierścienia świata mają ten sam design/wzór.	在一開始的場景中，索尼克正在閱讀的書。書的封面與世界戒指之門的設計其實是一樣的。 	"""Binbir Gece Masalları""" kitabı\nSonic'in oyunun başında okuduğu kitap. Dünya halkası kapısı da aynı tasarıma göre modellenmiştir.	
														
spb_desc_ch5_1	A world that connects the real world to that of the book. The scattered pages show how danger is beginning to draw ever near.		本と現実を結ぶ空間。\n本のページがちらばっていることで本の世界が危険にさらされていることを表している	Un lugar que conecta el mundo real con el del libro. Nos acerca al peligro acechante que nos espera.	Пространство, соединяющее книгу и реальность. Повсюду страницы книги, что показывает, что мир книги в опасности. 	Diese Welt verknüpft die Realität mit der Fantasiewelt des Buches und macht die drohende Gefahr mittels verstreuten Seiten deutlich.	Un mondo che connette il modo reale a quello del libro. Questo mostra come il pericolo si sta avvicinando.	En värld som förbinder den verkliga världen med bokens. De spridda sidorna visar hur faran börjar närma sig alltmer.	Um mundo que conecta o mundo real ao do livro. As páginas espalhadas mostram como o perigo começa a se aproximar cada vez mais.	El espacio que conecta el libro con la realidad.\nLas páginas dispersas del libro representan que el mundo del libro corre peligro.	Świat, który łączy prawdziwy świat do tego z książki.To pokazuje, że zbliża się niebezpieczeństwo.	連結書本與現實的空間。散落的書頁象徵書中世界正面臨危機。 	Kayıp Başlangıç\nGerçek dünyayı kitaptaki dünyaya bağlayan bir dünya. Bu, tehlikenin giderek yaklaştığını gösteriyor.	
spb_desc_ch5_2	An Arabian Nights project wouldn't be complete without a desert stage, would it?		プロジェクトの最初のころはアラビアンナイトのモチーフとしてまず砂漠から制作を始めた	A un proyecto basado en Las mil y una noches no le puede faltar un escenario desértico, ¿verdad?	В начале проекта игру начали создавать с пустыни, взяв её за основу """Тысячи и одной ночи""".	Was wäre eine Geschichte über 1001 Nacht ohne ein Wüstenlevel?	Un progetto delle Mille ed una notte non sarebbe completo senza un deserto, vero?	Ett Tusen och en natt-projekt skulle väl inte vara komplett utan en ökenscen, eller hur?	Um projeto das Mil e Uma Noites não estaria completo sem uma fase no deserto, não é?	Al principio del proyecto, se empezó por crear el desierto como motivo de """Las mil y una noches""".	Projekt Arabskich Nocy nie byłby kompletny bez etapu pustynnego, prawda?	計畫初期以《一千零一夜》為主題，所以先從沙漠場景開始製作。	Kum Vahası\nBir Binbir Gece Masalları projesi çöl sahnesi olmadan tamamlanmış sayılmaz, değil mi?	
spb_desc_ch5_3	We thought sand by itself would be boring, so we used water and light to highlight the oasis.		ただの砂漠では単調ということで光と水の表現に力を入れたところ目指すオアシスの形が見えてきた	Pensamos que solo con arena sería aburrido, así que utilizamos el agua y la luz para que el oasis destacase.	Просто пустыня - это неинтересно, поэтому сделали акцент на воде и свете и получился такой оазис, к какому стремились.	Nur Sand allein hielten wir für langweilig, darum setzten wir Wasser und Licht ein, um die Oase hervorzuheben.	Abbiamo pensato che solo un deserto fosse noioso, quindi abbiamo usato l'acqua e la luce per evidenziare l'oasi.	Vi trodde att sand i sig skulle vara tråkigt, så vi använde vatten och ljus för att framhäva oasen.	Achamos que só a areia seria entediante, então usamos água e luz para destacar o oásis.	Como un simple desierto resultaba monótono, se puso énfasis en la representación de la luz y el agua, y así surgió la forma del oasis deseado.	Sądziliśmy, że piasek sam w sobie byłby nudny, więc użyliśmy wody i światła by podkreślić oazę.	由於單純的沙漠太過單調了，因此開始著重於光與水的表現，逐漸呈現出理想中的綠洲形象。	Kum Vahası\nKumun tek başına sıkıcı olacağını düşündük, bu yüzden vahayı vurgulamak için su ve ışık kullandık.	
spb_desc_ch5_4	You can't have a jungle without plants that are typically found there, right?		ジャングルといえば密林。\nそれではつまらないので多肉植物のジャングルを制作した	Una jungla no es una jungla sin vegetación selvática, ¿no?	Обычно джунгли - это густой лес. Но это скучно, поэтому были добавлены суккуленты.	Kein Dschungel ohne Dschungelpflanzen, richtig?	Non si può avere una giungla senza avere le piante che vivono la, giusto?	Man kan väl inte ha en djungel utan växter som vanligtvis finns där, visst?	Não se pode ter uma selva sem plantas típicas dela, certo?	Al hablar de jungla se piensa en un bosque denso.\nComo eso era aburrido, se creó una jungla de plantas suculentas.	Nie możesz mieć dżungli bez roślin które zazwyczaj by w niej były, nie?	提到Jungle就會想到叢林。但光那樣太無趣了，因此製作了以多肉植物為主的叢林。	Dinozor Ormanı\nOrmanda genellikle bulunan bitkiler olmadan orman olmaz, değil mi?	
spb_desc_ch5_5	The stone pillars shown here were removed from the final version in favor of an all-natural theme.		イラストでは石柱や橋のようなものもあるが、大自然のコンセプトと異なるため削除となった	Descartamos los pilares de piedra en pro de una temática completamente basada en la naturaleza.	На изображении есть каменная колонна и мост, но это не соответствует природной концепции, поэтому их убрали.	Die hier gezeigten Steinsäulen wurden aus dem Endentwurf zugunsten eines vollkommenen """Natur-Looks""" entfernt.	I pilastri di pietra che si vedono qui furono rimossi dalla versione finale a favore di un tema naturalistico.	Stenpelarna som visas här togs bort från den slutliga versionen till förmån för ett helt naturligt tema.	Os pilares de pedra mostrados aqui foram removidos da versão final em favor de um tema totalmente natural.	En la ilustración hay elementos como pilares de piedra y puentes, pero se eliminaron por diferir del concepto de gran naturaleza.	Tutejsze filary kamienne były usunięte z finalnej wersji na korzyść w pełni naturalnego motywu.	插圖中曾有石柱與橋等元素，但因為和純大自然的概念不符而被刪除。	Dinozor Ormanı\nBurada gösterilen taş sütunlar, tamamen doğal bir tema lehine nihai konseptten çıkarıldı.	
